batch_id,line,machine,shift,material_lot,operator_tenure_months,target_cycle_time_sec,actual_cycle_time_sec,ambient_temp_c,humidity_pct,pressure_bar,vibration_mm_s,tool_age_hours,planned_runtime_min,actual_runtime_min,unplanned_downtime_min,planned_units,good_units,defect_units,scrap_cost_inr,rework_minutes,defect_rate
4465,Line_A,M02,Night,L008,31.0,45.18,40.98,30.08,49.64,4.479,1.065,19.86,416.94,413.64,3.3,381,362,19,855.79,8.2,0.04987
4466,Line_A,M06,Night,L006,10.3,43.17,47.22,33.57,52.88,5.449,1.156,65.58,415.79,394.34,21.45,419,403,16,674.4,9.64,0.03819
4467,Line_A,M11,Morning,L008,15.5,49.44,47.17,28.25,37.42,4.762,0.848,16.06,437.12,422.01,15.1,209,208,1,31.74,0.52,0.00478
4468,Line_C,M16,Evening,L015,17.9,48.45,50.82,25.22,50.71,5.485,0.918,33.31,424.22,422.66,1.56,252,242,10,491.12,4.55,0.03968
4469,Line_D,M10,Morning,L006,47.5,41.13,42.29,26.66,47.17,4.754,0.69,30.01,397.02,391.8,5.22,380,375,5,190.09,3.74,0.01316
4470,Line_A,M07,Night,L010,19.7,56.06,57.89,33.71,54.61,5.509,0.812,53.6,429.75,417.7,12.05,381,366,15,494.97,10.74,0.03937
4471,Line_D,M06,Evening,L028,24.0,46.1,44.67,29.9,56.25,5.161,0.757,33.68,421.59,415.76,5.84,237,230,7,321.36,3.92,0.02954
4472,Line_A,M01,Evening,L062,9.9,44.81,52.41,34.21,50.97,5.987,1.252,32.05,401.79,387.08,14.71,333,318,15,610.13,7.1,0.04505
4473,Line_C,M04,Night,L064,42.1,49.72,49.48,34.66,59.56,5.64,0.887,49.43,404.66,383.23,21.42,359,326,33,1465.15,14.87,0.09192
4474,Line_A,M06,Morning,L110,20.2,50.54,52.09,29.25,49.81,5.15,1.164,27.01,420.56,418.14,2.42,232,228,4,198.58,2.65,0.01724
4475,Line_B,M10,Evening,L059,14.2,47.68,43.79,29.16,61.18,5.218,1.057,25.74,415.33,408.22,7.11,406,393,13,544.7,7.92,0.03202
4476,Line_C,M10,Evening,L113,14.5,47.54,44.25,26.74,51.0,4.952,1.229,8.65,431.12,425.33,5.79,239,229,10,476.05,4.83,0.04184
4477,Line_C,M06,Evening,L097,26.9,46.09,49.62,33.72,60.62,5.181,1.333,6.8,424.5,403.84,20.65,234,222,12,508.12,7.37,0.05128
4478,Line_A,M09,Morning,L112,6.4,42.4,43.06,35.17,48.24,5.324,0.811,39.94,432.97,417.18,15.8,299,284,15,584.65,10.16,0.05017
4479,Line_D,M04,Morning,L090,31.0,43.0,43.15,33.12,31.36,5.202,0.72,18.99,379.23,368.47,10.76,187,183,4,200.57,1.96,0.02139
4480,Line_D,M02,Night,L088,10.2,51.23,53.67,33.05,53.24,4.386,0.512,86.82,452.36,443.95,8.41,337,307,30,1012.01,12.04,0.08902
4481,Line_B,M05,Morning,L118,20.2,41.36,42.57,32.02,73.1,5.722,0.751,98.19,439.29,408.65,30.65,354,335,19,782.98,10.47,0.05367
4482,Line_C,M03,Evening,L106,18.6,48.66,52.58,41.87,41.38,5.214,0.695,68.81,403.59,390.48,13.11,260,241,19,839.28,12.18,0.07308
4483,Line_D,M09,Evening,L115,14.1,39.98,41.73,34.02,47.13,5.328,0.985,9.46,441.05,419.89,21.16,372,349,23,1147.47,10.1,0.06183
4484,Line_A,M13,Morning,L016,49.5,45.36,45.25,29.5,53.13,5.255,0.706,57.4,406.11,393.87,12.25,377,361,16,649.4,7.87,0.04244
4485,Line_D,M03,Evening,L100,40.3,56.72,57.98,31.86,48.66,5.433,0.976,49.94,413.84,408.87,4.98,232,226,6,248.96,3.76,0.02586
4486,Line_B,M01,Morning,L101,65.8,49.19,48.47,32.51,45.27,4.837,0.727,13.01,399.23,394.15,5.07,214,212,2,90.69,1.29,0.00935
4487,Line_C,M01,Morning,L064,23.8,49.68,53.31,33.45,51.24,4.972,0.959,13.72,425.15,402.24,22.91,407,390,17,739.02,8.46,0.04177
4488,Line_A,M04,Night,L032,17.4,54.62,58.35,35.54,62.96,5.495,0.759,38.21,414.15,397.97,16.18,284,263,21,1110.13,9.91,0.07394
4489,Line_B,M03,Evening,L054,14.1,40.87,41.87,34.02,38.1,5.565,1.184,22.88,442.28,440.99,1.3,226,214,12,560.56,6.56,0.0531
4490,Line_C,M16,Morning,L006,17.2,47.25,50.85,28.3,51.8,5.706,0.989,54.58,409.64,401.24,8.4,307,297,10,428.66,5.24,0.03257
4491,Line_C,M04,Evening,L083,21.2,41.83,45.15,29.18,55.74,5.203,0.935,17.24,430.9,413.33,17.57,319,304,15,538.41,9.44,0.04702
4492,Line_D,M11,Evening,L051,33.1,43.55,45.65,30.85,49.56,5.17,0.832,28.71,422.79,414.56,8.23,394,378,16,661.75,7.54,0.04061
4493,Line_D,M12,Morning,L047,16.2,51.83,55.88,26.71,37.83,5.421,0.482,30.7,428.55,409.45,19.1,354,348,6,218.85,2.32,0.01695
4494,Line_A,M04,Morning,L001,17.4,49.33,51.06,27.74,52.8,4.523,0.667,22.43,443.62,432.41,11.21,394,366,28,1114.6,9.5,0.07107
4495,Line_A,M03,Evening,L033,16.2,45.54,42.19,25.06,68.79,5.208,1.245,19.17,405.62,397.52,8.1,213,209,4,132.28,3.03,0.01878
4496,Line_B,M04,Morning,L017,9.0,49.23,50.53,30.17,46.31,4.811,0.346,31.89,395.54,386.16,9.38,267,250,17,635.78,10.37,0.06367
4497,Line_B,M15,Morning,L102,20.6,51.86,52.97,23.59,64.41,4.522,0.834,19.06,405.24,400.88,4.36,335,315,20,844.5,9.64,0.0597
4498,Line_B,M07,Evening,L065,5.6,41.71,43.76,28.86,34.45,5.624,0.917,19.64,422.39,404.98,17.42,415,402,13,682.34,5.52,0.03133
4499,Line_D,M01,Night,L114,12.2,40.13,39.29,30.68,62.0,5.662,1.056,24.81,428.91,406.08,22.83,207,200,7,283.49,3.88,0.03382
4500,Line_C,M11,Night,L048,28.2,52.25,52.16,30.46,49.89,4.853,1.314,18.1,417.67,414.35,3.32,272,256,16,761.37,7.9,0.05882
4501,Line_A,M07,Evening,L092,19.3,46.05,45.74,27.39,40.1,5.193,1.088,33.02,420.81,418.08,2.73,229,222,7,275.46,3.32,0.03057
4502,Line_B,M03,Night,L109,18.1,43.39,48.16,36.86,28.26,5.977,1.224,66.52,456.57,435.75,20.82,185,171,14,637.93,8.22,0.07568
4503,Line_C,M03,Morning,L082,32.3,48.95,45.84,30.74,59.72,4.983,0.84,23.81,422.21,412.68,9.54,312,299,13,571.69,6.07,0.04167
4504,Line_B,M12,Morning,L034,21.3,61.24,58.28,32.24,61.63,5.181,0.849,37.6,419.81,406.48,13.33,276,265,11,330.0,6.16,0.03986
4505,Line_A,M06,Night,L019,17.3,44.71,46.68,31.42,42.37,5.187,0.963,16.0,404.27,379.79,24.48,327,313,14,812.0,8.27,0.04281
4506,Line_B,M01,Morning,L105,28.8,45.37,44.47,27.11,47.08,5.525,1.082,47.42,403.18,398.74,4.44,351,343,8,332.97,3.51,0.02279
4507,Line_B,M13,Morning,L056,16.3,42.68,45.89,27.6,41.58,5.451,0.759,25.27,427.32,396.26,31.06,222,205,17,842.08,6.87,0.07658
4508,Line_A,M04,Morning,L033,9.0,50.26,48.38,37.43,49.52,4.762,0.906,56.59,413.52,390.92,22.6,290,272,18,705.16,7.26,0.06207
4509,Line_C,M16,Evening,L014,16.6,46.42,50.13,27.54,57.48,4.702,1.439,4.79,391.9,385.54,6.36,199,185,14,463.7,8.28,0.07035
4510,Line_B,M10,Evening,L048,19.4,48.03,45.53,33.09,50.24,4.704,0.771,11.67,461.78,455.65,6.14,288,282,6,225.07,3.13,0.02083
4511,Line_C,M09,Morning,L115,30.7,39.22,41.98,27.53,52.3,4.628,0.871,26.95,405.18,381.01,24.17,215,195,20,914.11,14.4,0.09302
4512,Line_B,M12,Morning,L026,23.2,40.99,42.14,35.94,55.53,6.087,0.858,101.4,416.88,384.28,32.6,349,336,13,481.23,5.08,0.03725
4513,Line_D,M04,Night,L046,36.8,41.4,45.83,37.51,58.28,5.459,0.62,15.56,425.07,398.57,26.5,403,374,29,1431.37,17.95,0.07196
4514,Line_A,M11,Morning,L031,9.9,47.26,52.11,37.55,40.3,5.446,1.211,6.73,423.09,413.98,9.11,303,291,12,519.23,8.56,0.0396
4515,Line_A,M03,Evening,L022,70.0,59.53,61.69,35.12,51.5,4.665,0.88,24.5,413.33,390.14,23.19,234,227,7,321.11,2.39,0.02991
4516,Line_B,M05,Evening,L063,38.6,53.99,56.5,38.32,39.79,5.381,0.769,49.91,427.34,412.21,15.13,367,338,29,1194.7,14.6,0.07902
4517,Line_B,M10,Evening,L061,22.0,44.48,42.17,35.72,44.92,5.061,1.07,17.61,440.71,437.97,2.73,309,302,7,363.31,2.49,0.02265
4518,Line_B,M07,Night,L060,14.7,42.31,41.24,31.49,51.82,5.267,0.927,39.68,416.19,406.8,9.38,402,380,22,907.02,14.29,0.05473
4519,Line_C,M15,Night,L038,15.9,44.74,41.2,38.87,42.36,5.261,1.123,49.48,418.77,410.86,7.9,380,357,23,1187.22,14.3,0.06053
4520,Line_A,M01,Evening,L036,36.8,50.29,45.85,34.04,42.94,5.247,0.618,84.57,423.02,390.36,32.67,232,229,3,119.97,1.72,0.01293
4521,Line_A,M02,Evening,L061,18.8,43.56,43.56,33.97,47.53,5.476,0.747,44.72,386.27,381.21,5.06,237,231,6,290.08,3.02,0.02532
4522,Line_B,M01,Evening,L046,16.5,44.8,46.99,26.09,67.15,5.239,0.448,16.07,450.59,441.13,9.46,226,214,12,526.6,8.08,0.0531
4523,Line_C,M15,Night,L081,27.6,43.21,43.74,37.03,40.16,5.269,1.012,98.27,427.2,405.69,21.51,285,253,32,1219.44,21.0,0.11228
4524,Line_D,M07,Morning,L024,38.3,43.45,40.87,33.25,56.05,4.958,0.845,2.66,431.52,430.88,0.64,337,331,6,221.49,4.04,0.0178
4525,Line_C,M15,Night,L021,23.2,43.53,46.55,27.89,63.63,5.19,0.915,53.67,423.13,403.53,19.61,371,351,20,967.2,5.0,0.05391
4526,Line_C,M09,Night,L096,8.2,49.06,52.55,26.6,58.66,5.714,1.01,39.2,417.46,410.47,6.99,238,222,16,645.08,8.79,0.06723
4527,Line_C,M14,Evening,L030,17.8,50.09,47.81,34.74,46.41,5.391,0.942,36.36,421.2,419.0,2.19,391,372,19,786.89,8.72,0.04859
4528,Line_C,M14,Evening,L116,18.8,50.74,57.72,32.76,42.25,5.605,1.215,49.55,410.81,407.1,3.7,250,236,14,629.58,6.95,0.056
4529,Line_A,M02,Night,L044,31.3,47.75,48.28,33.54,59.1,5.541,0.853,36.12,408.53,403.11,5.42,286,279,7,283.91,3.75,0.02448
4530,Line_C,M16,Morning,L049,33.0,55.18,60.47,28.56,42.45,5.141,0.664,19.5,423.61,406.89,16.71,269,261,8,402.2,3.26,0.02974
4531,Line_C,M09,Night,L011,12.7,50.98,48.56,29.11,48.78,5.454,0.782,43.82,407.61,389.68,17.93,184,165,19,815.28,10.44,0.10326
4532,Line_B,M10,Morning,L067,23.3,55.3,59.45,32.78,60.83,5.316,0.871,46.08,428.2,416.88,11.32,383,368,15,583.67,8.78,0.03916
4533,Line_C,M04,Night,L058,23.5,55.31,52.48,22.96,58.83,5.087,0.723,13.99,432.83,415.18,17.65,389,355,34,1520.71,20.14,0.0874
4534,Line_B,M14,Morning,L031,16.7,54.69,48.63,32.7,41.93,5.456,1.242,31.42,439.03,433.71,5.32,286,268,18,831.07,13.66,0.06294
4535,Line_B,M02,Night,L018,5.9,44.99,50.73,31.37,53.93,5.585,0.92,5.1,420.01,409.99,10.02,373,357,16,593.52,5.05,0.0429
4536,Line_A,M03,Morning,L008,6.7,44.2,42.1,29.67,40.51,5.931,0.759,95.09,466.15,459.13,7.02,337,329,8,321.09,4.48,0.02374
4537,Line_C,M04,Evening,L074,10.9,53.14,59.34,22.91,59.44,5.228,0.528,21.71,407.28,357.77,49.51,283,260,23,1044.93,14.04,0.08127
4538,Line_D,M14,Morning,L118,36.8,46.07,43.79,35.44,44.7,4.932,0.948,53.53,410.0,407.61,2.39,392,387,5,243.68,3.68,0.01276
4539,Line_A,M14,Morning,L097,14.7,46.49,48.82,27.37,63.09,5.362,0.836,44.68,431.79,423.28,8.51,302,300,2,70.35,1.12,0.00662
4540,Line_B,M05,Night,L045,17.9,49.03,49.85,29.0,39.98,4.355,1.033,14.81,414.35,407.33,7.02,189,178,11,508.6,7.15,0.0582
4541,Line_A,M09,Night,L119,11.4,48.02,47.6,35.36,54.31,5.379,0.939,29.95,431.27,410.65,20.62,224,213,11,534.51,6.42,0.04911
4542,Line_A,M07,Night,L072,30.4,51.69,55.51,33.85,54.78,5.101,1.088,96.4,393.77,381.48,12.3,365,351,14,603.79,7.45,0.03836
4543,Line_D,M09,Night,L111,20.2,49.42,51.54,35.7,42.64,5.966,1.144,14.42,420.24,404.41,15.84,331,309,22,902.16,12.62,0.06647
4544,Line_B,M01,Morning,L080,11.1,45.09,46.9,34.76,34.42,5.703,0.69,22.54,395.32,393.22,2.1,203,195,8,338.13,4.4,0.03941
4545,Line_B,M07,Evening,L006,12.6,51.41,54.71,30.62,57.81,5.336,1.21,31.44,417.88,415.15,2.73,214,205,9,365.82,5.08,0.04206
4546,Line_A,M08,Evening,L041,16.0,46.29,48.2,32.2,56.87,4.899,0.883,10.62,389.14,369.31,19.83,284,278,6,289.69,3.82,0.02113
4547,Line_D,M01,Night,L099,23.9,52.26,52.17,29.74,47.87,5.734,1.094,43.51,427.94,416.47,11.47,333,321,12,478.22,7.26,0.03604
4548,Line_A,M11,Evening,L021,14.4,42.56,38.28,36.65,53.67,5.065,0.602,16.49,425.17,422.29,2.88,320,307,13,629.3,5.52,0.04062
4549,Line_C,M07,Night,L077,21.8,52.33,57.6,34.18,64.61,5.828,0.725,46.08,412.41,403.68,8.73,382,366,16,568.61,11.34,0.04188
4550,Line_B,M05,Night,L117,25.2,48.54,46.7,29.5,52.18,5.113,0.833,63.94,396.53,393.27,3.26,322,310,12,459.33,5.92,0.03727
4551,Line_A,M13,Morning,L022,6.5,45.02,41.8,29.86,50.86,6.316,0.823,36.81,454.72,447.87,6.85,255,236,19,752.81,9.09,0.07451
4552,Line_C,M13,Night,L047,31.1,48.11,50.93,30.2,43.24,4.851,0.859,52.03,442.13,406.34,35.79,340,319,21,910.08,8.35,0.06176
4553,Line_A,M05,Night,L079,33.4,46.76,45.92,29.39,50.48,5.639,0.95,33.32,425.97,423.82,2.15,419,409,10,357.69,5.57,0.02387
4554,Line_C,M15,Evening,L003,21.7,45.83,48.9,31.68,51.39,5.865,0.563,8.78,413.34,400.96,12.38,218,205,13,519.08,6.99,0.05963
4555,Line_A,M01,Night,L013,19.2,36.56,40.27,28.6,74.02,4.911,0.716,24.03,403.3,361.2,42.1,366,336,30,1394.4,8.11,0.08197
4556,Line_C,M10,Morning,L112,19.3,46.63,44.59,30.88,43.73,5.437,1.062,42.1,441.1,435.1,6.0,246,234,12,505.04,5.97,0.04878
4557,Line_C,M12,Evening,L071,7.7,45.23,47.96,30.25,43.26,4.783,0.976,31.75,441.97,438.66,3.31,205,196,9,406.71,4.01,0.0439
4558,Line_C,M04,Evening,L058,28.8,43.2,44.89,35.16,42.21,5.568,1.0,62.76,421.73,412.95,8.78,359,337,22,991.04,15.97,0.06128
4559,Line_A,M06,Evening,L032,15.2,46.24,47.7,33.03,45.85,5.409,0.752,46.4,424.26,415.51,8.75,413,400,13,569.41,5.9,0.03148
4560,Line_C,M12,Night,L090,40.5,48.29,47.53,31.9,42.22,4.845,1.092,67.29,419.52,402.47,17.05,307,283,24,981.48,20.55,0.07818
4561,Line_D,M06,Evening,L017,23.9,53.78,58.46,29.5,64.55,5.141,0.919,44.33,416.71,397.11,19.6,322,307,15,738.27,7.5,0.04658
4562,Line_A,M05,Evening,L039,31.4,50.59,49.76,23.84,45.06,4.642,0.99,61.71,424.08,420.69,3.4,393,376,17,722.33,9.16,0.04326
4563,Line_A,M11,Night,L113,44.2,46.42,47.61,23.6,57.06,5.707,0.846,81.4,419.91,413.55,6.36,331,322,9,414.16,2.43,0.02719
4564,Line_D,M03,Night,L017,28.9,41.71,42.79,35.56,56.83,5.162,1.023,16.65,420.45,406.67,13.78,256,238,18,736.57,9.19,0.07031
4565,Line_A,M09,Morning,L039,16.9,53.22,55.28,33.7,53.93,5.105,1.034,14.35,436.27,392.33,43.95,292,276,16,564.58,10.32,0.05479
4566,Line_C,M05,Night,L059,16.1,50.96,52.53,33.27,60.55,4.92,0.679,41.75,396.63,391.78,4.85,302,290,12,404.46,6.71,0.03974
4567,Line_C,M06,Evening,L092,15.4,43.98,44.81,35.93,51.21,5.257,0.995,11.06,399.17,398.56,0.61,260,244,16,668.46,10.5,0.06154
4568,Line_A,M08,Morning,L055,25.0,48.51,46.1,30.72,43.3,5.635,0.736,41.72,448.99,445.3,3.69,417,409,8,320.09,2.66,0.01918
4569,Line_C,M12,Night,L024,12.3,41.95,44.58,29.92,54.58,5.47,0.724,16.48,427.19,405.98,21.21,378,363,15,602.79,9.47,0.03968
4570,Line_C,M04,Evening,L089,26.7,44.62,47.17,31.85,64.03,5.412,1.128,59.4,433.71,402.35,31.36,225,211,14,626.57,6.01,0.06222
4571,Line_B,M11,Morning,L110,12.5,45.94,43.43,33.22,73.76,4.475,1.408,27.82,400.75,391.27,9.48,334,310,24,1067.88,13.92,0.07186
4572,Line_D,M06,Night,L030,25.6,50.91,52.67,32.47,45.43,5.553,0.553,16.1,419.06,410.44,8.61,267,249,18,691.02,7.25,0.06742
4573,Line_A,M15,Morning,L029,37.4,49.16,52.86,35.07,66.58,4.874,0.729,24.07,418.25,416.19,2.05,249,243,6,238.82,3.12,0.0241
4574,Line_B,M07,Evening,L074,36.4,45.45,41.15,34.92,52.93,5.03,1.011,7.79,407.61,405.0,2.61,211,202,9,356.17,3.86,0.04265
4575,Line_D,M07,Evening,L098,34.6,47.88,45.03,31.15,56.85,5.301,0.64,59.02,390.68,378.19,12.49,202,197,5,227.29,2.21,0.02475
4576,Line_A,M13,Night,L098,6.2,47.38,49.56,25.6,60.99,5.605,0.929,17.48,436.7,425.47,11.22,386,361,25,941.86,17.75,0.06477
4577,Line_D,M01,Morning,L104,44.4,41.78,45.43,23.92,29.2,4.851,1.028,70.99,415.27,386.7,28.57,290,282,8,309.39,4.21,0.02759
4578,Line_A,M14,Night,L021,14.3,53.05,57.75,37.51,57.92,5.369,0.901,15.22,440.99,428.83,12.17,281,267,14,583.14,8.01,0.04982
4579,Line_B,M06,Night,L110,11.2,48.34,55.32,24.2,56.82,5.423,1.211,81.27,445.6,429.89,15.71,247,234,13,548.34,7.31,0.05263
4580,Line_A,M14,Morning,L113,28.9,48.75,51.33,26.02,28.32,5.379,1.269,22.77,423.31,420.44,2.87,230,222,8,320.21,3.91,0.03478
4581,Line_C,M06,Night,L025,38.1,49.34,47.32,30.13,49.27,4.51,0.866,5.62,441.95,440.08,1.87,183,171,12,360.0,7.48,0.06557
4582,Line_D,M04,Morning,L007,28.0,46.24,46.78,31.03,61.49,5.247,0.575,39.24,409.23,405.85,3.37,408,390,18,625.04,7.98,0.04412
4583,Line_D,M02,Night,L054,20.6,43.46,43.87,32.34,47.09,4.896,0.994,30.25,422.23,421.71,0.51,242,233,9,378.39,3.82,0.03719
4584,Line_D,M13,Night,L017,58.4,45.04,47.55,24.62,65.59,5.146,0.657,68.42,448.07,437.93,10.14,193,179,14,567.33,4.19,0.07254
4585,Line_C,M01,Evening,L088,13.8,46.94,43.14,34.33,50.04,4.803,0.783,67.81,424.65,414.77,9.88,323,303,20,933.35,10.73,0.06192
4586,Line_C,M11,Morning,L079,37.0,48.51,49.9,33.75,58.84,4.896,0.876,31.21,430.3,423.92,6.38,180,174,6,229.52,3.91,0.03333
4587,Line_B,M10,Evening,L079,17.8,47.39,51.35,26.95,47.57,5.067,0.604,49.04,416.31,412.38,3.93,298,283,15,665.47,7.91,0.05034
4588,Line_D,M04,Night,L024,28.6,54.22,56.34,28.97,60.46,5.759,0.696,61.18,397.77,391.73,6.04,287,271,16,680.55,8.03,0.05575
4589,Line_C,M13,Morning,L051,33.8,48.03,49.13,34.41,41.87,5.062,0.912,42.48,390.27,361.36,28.92,302,284,18,713.81,12.22,0.0596
4590,Line_D,M07,Morning,L071,36.8,46.17,44.77,27.89,60.25,4.947,0.84,14.07,432.97,429.75,3.21,396,386,10,417.19,4.91,0.02525
4591,Line_A,M13,Evening,L019,21.6,52.14,54.4,25.43,70.34,5.03,1.232,11.43,414.87,405.85,9.02,387,366,21,699.66,7.07,0.05426
4592,Line_B,M06,Night,L030,40.4,44.5,48.09,34.83,44.21,5.171,0.994,10.29,399.28,389.41,9.87,351,331,20,794.53,11.14,0.05698
4593,Line_C,M13,Morning,L071,15.1,47.37,42.32,33.7,57.88,5.425,0.755,11.45,400.75,393.36,7.39,341,318,23,956.21,13.1,0.06745
4594,Line_A,M07,Morning,L053,19.3,50.58,48.21,31.29,37.3,4.49,0.73,50.56,424.52,418.91,5.61,274,266,8,313.59,3.28,0.0292
4595,Line_A,M08,Night,L094,20.8,46.27,42.77,26.47,49.46,5.041,0.887,22.09,405.51,386.54,18.97,223,219,4,150.1,2.82,0.01794
4596,Line_D,M14,Night,L071,16.3,48.08,46.56,37.79,49.12,5.231,0.836,38.89,408.69,373.51,35.18,381,366,15,631.61,9.92,0.03937
4597,Line_B,M02,Evening,L117,19.1,44.92,48.68,35.77,42.18,5.764,0.996,12.11,423.31,399.84,23.47,319,305,14,581.68,7.63,0.04389
4598,Line_A,M07,Night,L028,14.2,53.35,54.01,35.35,60.52,5.056,0.869,7.47,414.44,405.43,9.01,234,226,8,289.35,4.11,0.03419
4599,Line_B,M01,Morning,L086,9.3,47.14,45.9,28.56,61.32,4.738,0.975,16.44,406.79,393.13,13.65,227,218,9,345.7,5.39,0.03965
4600,Line_B,M01,Night,L058,14.1,47.35,51.29,38.89,47.36,5.144,1.014,44.21,419.47,410.71,8.76,402,374,28,1098.48,12.66,0.06965
4601,Line_C,M03,Night,L030,15.7,48.1,49.51,27.21,52.13,5.07,1.087,99.77,398.32,380.62,17.69,193,177,16,529.35,8.84,0.0829
4602,Line_D,M12,Morning,L110,25.2,47.1,47.78,24.88,46.18,5.338,1.115,68.82,395.15,387.37,7.78,352,343,9,323.55,4.46,0.02557
4603,Line_D,M13,Night,L111,59.5,44.58,41.81,26.85,46.59,5.621,1.293,41.45,442.16,437.81,4.36,306,290,16,514.13,8.17,0.05229
4604,Line_C,M13,Morning,L023,25.3,48.62,52.78,37.85,63.56,5.289,0.729,19.15,423.06,412.85,10.21,260,241,19,853.71,14.88,0.07308
4605,Line_C,M16,Evening,L013,20.5,44.96,44.3,31.56,48.03,4.583,0.761,76.22,414.08,410.61,3.47,239,218,21,896.98,11.59,0.08787
4606,Line_B,M10,Morning,L114,17.3,47.39,48.89,32.43,46.26,4.979,0.808,24.11,397.98,376.04,21.94,375,361,14,588.55,5.76,0.03733
4607,Line_D,M04,Night,L048,16.1,44.93,46.83,29.53,50.47,4.835,0.889,93.09,404.07,370.81,33.27,231,210,21,838.91,13.97,0.09091
4608,Line_A,M08,Evening,L043,6.5,47.89,49.19,30.11,48.23,5.176,0.681,41.48,430.8,426.46,4.33,356,344,12,652.1,5.33,0.03371
4609,Line_A,M09,Night,L044,19.2,42.98,51.19,29.52,67.94,4.763,0.735,28.07,387.53,343.99,43.53,185,177,8,362.95,4.89,0.04324
4610,Line_D,M13,Evening,L001,10.6,49.75,45.57,25.04,45.62,4.976,0.967,46.75,420.04,404.34,15.7,349,334,15,583.19,8.68,0.04298
4611,Line_D,M08,Evening,L050,53.5,48.68,53.7,39.63,68.55,5.038,0.96,78.82,416.43,400.0,16.43,193,183,10,342.56,7.23,0.05181
4612,Line_B,M01,Evening,L052,20.9,44.29,43.91,34.9,55.5,5.223,0.261,15.97,436.62,411.44,25.18,196,191,5,217.04,2.14,0.02551
4613,Line_C,M14,Morning,L091,21.0,47.91,52.06,33.14,49.15,5.833,1.332,15.67,428.18,403.51,24.67,362,348,14,494.87,7.53,0.03867
4614,Line_B,M10,Evening,L119,18.5,51.87,53.27,28.27,49.4,5.661,0.775,34.78,436.38,423.89,12.49,280,269,11,397.11,4.64,0.03929
4615,Line_B,M02,Morning,L073,16.0,49.9,48.41,26.87,31.01,5.182,1.119,54.04,409.79,399.19,10.6,389,380,9,367.12,3.63,0.02314
4616,Line_B,M16,Night,L029,51.6,42.12,43.38,26.74,54.96,5.792,1.013,13.08,417.03,411.32,5.71,304,297,7,356.58,4.04,0.02303
4617,Line_A,M08,Night,L005,37.7,54.41,52.94,28.81,60.76,4.757,0.928,60.11,414.58,390.0,24.58,219,206,13,561.64,6.84,0.05936
4618,Line_C,M13,Night,L001,18.3,42.84,45.91,31.69,57.75,5.544,0.814,45.36,405.61,393.84,11.77,243,223,20,785.49,12.27,0.0823
4619,Line_B,M12,Night,L020,13.4,43.28,46.83,35.4,50.33,5.479,1.127,115.98,423.62,379.66,43.96,290,274,16,728.33,8.17,0.05517
4620,Line_B,M05,Morning,L043,10.9,51.25,51.24,35.93,40.4,4.502,1.014,3.06,425.29,414.52,10.77,383,367,16,658.32,7.97,0.04178
4621,Line_A,M15,Morning,L061,22.3,47.64,49.25,30.79,45.86,4.951,1.014,49.75,413.11,391.12,21.99,417,411,6,222.43,3.75,0.01439
4622,Line_D,M15,Night,L043,45.4,42.84,46.07,27.12,47.2,5.203,1.054,22.67,410.29,394.53,15.76,377,370,7,334.92,4.82,0.01857
4623,Line_C,M16,Morning,L019,44.9,53.65,53.19,38.6,49.41,4.868,0.703,22.35,429.29,421.95,7.34,215,204,11,513.3,4.98,0.05116
4624,Line_D,M04,Evening,L052,33.3,43.37,44.64,27.89,44.82,5.137,0.42,28.05,405.94,387.19,18.75,276,260,16,622.55,6.02,0.05797
4625,Line_A,M03,Evening,L040,11.8,55.05,51.34,37.5,62.4,5.14,0.932,34.12,419.21,415.34,3.87,269,266,3,140.87,1.28,0.01115
4626,Line_C,M09,Morning,L091,20.0,44.25,43.91,32.72,45.85,5.039,0.781,30.46,377.6,365.87,11.74,188,174,14,590.56,6.19,0.07447
4627,Line_D,M04,Evening,L087,21.3,41.91,45.53,22.13,41.15,4.991,0.86,6.31,438.6,423.76,14.84,373,352,21,793.23,14.89,0.0563
4628,Line_B,M10,Night,L074,21.2,50.22,51.6,32.87,45.34,5.475,0.963,19.28,412.21,396.61,15.6,354,336,18,684.84,8.54,0.05085
4629,Line_A,M11,Evening,L114,22.0,53.01,52.87,28.62,57.49,5.288,0.856,22.26,419.41,414.8,4.61,217,212,5,236.41,3.6,0.02304
4630,Line_A,M01,Evening,L011,27.9,52.4,55.91,27.4,25.83,4.931,1.184,23.11,430.82,407.94,22.89,281,273,8,366.05,6.47,0.02847
4631,Line_A,M13,Night,L031,15.3,44.8,45.06,30.44,37.8,5.559,1.093,12.05,398.64,362.76,35.88,281,258,23,1030.36,16.01,0.08185
4632,Line_B,M03,Night,L072,20.7,45.8,46.19,27.41,37.52,5.796,1.163,58.03,414.96,409.57,5.39,272,264,8,360.26,2.84,0.02941
4633,Line_B,M10,Night,L040,11.8,47.34,47.86,32.47,34.58,5.055,0.764,32.55,450.63,446.66,3.97,415,391,24,1090.85,13.28,0.05783
4634,Line_A,M09,Morning,L119,30.4,55.06,57.66,27.02,49.94,5.252,0.829,29.86,421.17,381.53,39.64,315,308,7,247.78,3.88,0.02222
4635,Line_C,M01,Morning,L120,25.2,55.33,58.04,37.34,41.76,5.536,0.828,18.08,455.94,440.92,15.01,333,310,23,1175.11,17.48,0.06907
